State,Class,System,International Roughness Index,Value
New Jersey,Rural (miles),Other principal arterials,More than 220,10.17
New Hampshire,Rural (miles),Other principal arterials,More than 220,5.378
Nevada,Rural (miles),Other principal arterials,More than 220,1.229
Nebraska,Rural (miles),Other principal arterials,More than 220,35.23
Montana,Rural (miles),Other principal arterials,More than 220,40.566
Missouri,Rural (miles),Other principal arterials,More than 220,9.106
Mississippi,Rural (miles),Other principal arterials,More than 220,17.146
Minnesota,Rural (miles),Other principal arterials,More than 220,36.622
Michigan,Rural (miles),Other principal arterials,More than 220,15.403
Massachusetts,Rural (miles),Other principal arterials,More than 220,1.4
Maryland,Rural (miles),Other principal arterials,More than 220,3.225
Maine,Rural (miles),Other principal arterials,More than 220,47.68
Louisiana,Rural (miles),Other principal arterials,More than 220,26.296
Kentucky,Rural (miles),Other principal arterials,More than 220,5.441
Kansas,Rural (miles),Other principal arterials,More than 220,8.692
Iowa,Rural (miles),Other principal arterials,More than 220,49.046
Indiana,Rural (miles),Other principal arterials,More than 220,11.583
Illinois,Rural (miles),Other principal arterials,More than 220,52.75
Idaho,Rural (miles),Other principal arterials,More than 220,5.228
Hawaii,Rural (miles),Other principal arterials,More than 220,6.436
Georgia,Rural (miles),Other principal arterials,More than 220,5.051
Florida,Rural (miles),Other principal arterials,More than 220,9.497
District of Columbia,Rural (miles),Other principal arterials,More than 220,0
Delaware,Rural (miles),Other principal arterials,More than 220,0.17
Connecticut,Rural (miles),Other principal arterials,More than 220,2.03
Colorado,Rural (miles),Other principal arterials,More than 220,24.777
California,Rural (miles),Other principal arterials,More than 220,43.216
Arkansas,Rural (miles),Other principal arterials,More than 220,20.5
Arizona,Rural (miles),Other principal arterials,More than 220,15.416
Alaska,Rural (miles),Other principal arterials,More than 220,76.444
Alabama,Rural (miles),Other principal arterials,More than 220,21.887
United States,Rural (miles),Other principal arterials,More than 220,1040.937
Wyoming,Rural (miles),Other principal arterials,195-220,7.84
Wisconsin,Rural (miles),Other principal arterials,195-220,59.145
West Virginia,Rural (miles),Other principal arterials,195-220,20.96
Washington,Rural (miles),Other principal arterials,195-220,12.94
Virginia,Rural (miles),Other principal arterials,195-220,7.552
Vermont,Rural (miles),Other principal arterials,195-220,2.754
Utah,Rural (miles),Other principal arterials,195-220,11.911
Texas,Rural (miles),Other principal arterials,195-220,51.151
Tennessee,Rural (miles),Other principal arterials,195-220,9.19
South Dakota,Rural (miles),Other principal arterials,195-220,35.757
South Carolina,Rural (miles),Other principal arterials,195-220,15.058
Rhode Island,Rural (miles),Other principal arterials,195-220,7.581
Pennsylvania,Rural (miles),Other principal arterials,195-220,16.998
Oregon,Rural (miles),Other principal arterials,195-220,15.54
Oklahoma,Rural (miles),Other principal arterials,195-220,41.496
Ohio,Rural (miles),Other principal arterials,195-220,9.392
North Dakota,Rural (miles),Other principal arterials,195-220,16.31
North Carolina,Rural (miles),Other principal arterials,195-220,7.545
New York,Rural (miles),Other principal arterials,195-220,31.82
New Mexico,Rural (miles),Other principal arterials,195-220,18.407
New Jersey,Rural (miles),Other principal arterials,195-220,5.24
New Hampshire,Rural (miles),Other principal arterials,195-220,4.489
Nevada,Rural (miles),Other principal arterials,195-220,2.065
Nebraska,Rural (miles),Other principal arterials,195-220,23.88
Montana,Rural (miles),Other principal arterials,195-220,26.761
Missouri,Rural (miles),Other principal arterials,195-220,8.832
Mississippi,Rural (miles),Other principal arterials,195-220,17.071
Minnesota,Rural (miles),Other principal arterials,195-220,40.038
Michigan,Rural (miles),Other principal arterials,195-220,14.255
Massachusetts,Rural (miles),Other principal arterials,195-220,1.333
Maryland,Rural (miles),Other principal arterials,195-220,2.725
Maine,Rural (miles),Other principal arterials,195-220,17.07
Louisiana,Rural (miles),Other principal arterials,195-220,24.256
Kentucky,Rural (miles),Other principal arterials,195-220,6.445
Kansas,Rural (miles),Other principal arterials,195-220,9.615
Iowa,Rural (miles),Other principal arterials,195-220,53.852
Indiana,Rural (miles),Other principal arterials,195-220,12.754
Illinois,Rural (miles),Other principal arterials,195-220,47.8
Idaho,Rural (miles),Other principal arterials,195-220,8.686
Hawaii,Rural (miles),Other principal arterials,195-220,4.68
Georgia,Rural (miles),Other principal arterials,195-220,5.517
Florida,Rural (miles),Other principal arterials,195-220,6.356
District of Columbia,Rural (miles),Other principal arterials,195-220,0
Delaware,Rural (miles),Other principal arterials,195-220,0.13
Connecticut,Rural (miles),Other principal arterials,195-220,2.5
Colorado,Rural (miles),Other principal arterials,195-220,30.126
California,Rural (miles),Other principal arterials,195-220,33.71
Arkansas,Rural (miles),Other principal arterials,195-220,25.992
Arizona,Rural (miles),Other principal arterials,195-220,16.915
Alaska,Rural (miles),Other principal arterials,195-220,31.352
Alabama,Rural (miles),Other principal arterials,195-220,7.578
United States,Rural (miles),Other principal arterials,195-220,896.141
Wyoming,Rural (miles),Other principal arterials,171-194,16.45
Wisconsin,Rural (miles),Other principal arterials,171-194,85.91
West Virginia,Rural (miles),Other principal arterials,171-194,34.596
Washington,Rural (miles),Other principal arterials,171-194,27.266
Virginia,Rural (miles),Other principal arterials,171-194,19.593
Vermont,Rural (miles),Other principal arterials,171-194,5.745
Utah,Rural (miles),Other principal arterials,171-194,19.175
Texas,Rural (miles),Other principal arterials,171-194,98.88
Tennessee,Rural (miles),Other principal arterials,171-194,21.324
South Dakota,Rural (miles),Other principal arterials,171-194,63.304
South Carolina,Rural (miles),Other principal arterials,171-194,32.668
Rhode Island,Rural (miles),Other principal arterials,171-194,12.689
Pennsylvania,Rural (miles),Other principal arterials,171-194,30.516
Oregon,Rural (miles),Other principal arterials,171-194,28.04
Oklahoma,Rural (miles),Other principal arterials,171-194,58.839
Ohio,Rural (miles),Other principal arterials,171-194,16.308
North Dakota,Rural (miles),Other principal arterials,171-194,25.986
North Carolina,Rural (miles),Other principal arterials,171-194,14.889
New York,Rural (miles),Other principal arterials,171-194,47.94
New Mexico,Rural (miles),Other principal arterials,171-194,35.729
New Jersey,Rural (miles),Other principal arterials,171-194,7.05
New Hampshire,Rural (miles),Other principal arterials,171-194,5.891
Nevada,Rural (miles),Other principal arterials,171-194,4.2
Nebraska,Rural (miles),Other principal arterials,171-194,40.33
Montana,Rural (miles),Other principal arterials,171-194,42.978
Missouri,Rural (miles),Other principal arterials,171-194,17.973
Mississippi,Rural (miles),Other principal arterials,171-194,31.449
Minnesota,Rural (miles),Other principal arterials,171-194,67.355
Michigan,Rural (miles),Other principal arterials,171-194,27.307
Massachusetts,Rural (miles),Other principal arterials,171-194,1.807
Maryland,Rural (miles),Other principal arterials,171-194,3.902
Maine,Rural (miles),Other principal arterials,171-194,21.59
Louisiana,Rural (miles),Other principal arterials,171-194,42.618
Kentucky,Rural (miles),Other principal arterials,171-194,11.944
Kansas,Rural (miles),Other principal arterials,171-194,19.364
Iowa,Rural (miles),Other principal arterials,171-194,91.173
Indiana,Rural (miles),Other principal arterials,171-194,27.961
Illinois,Rural (miles),Other principal arterials,171-194,88.54
Idaho,Rural (miles),Other principal arterials,171-194,16.59
Hawaii,Rural (miles),Other principal arterials,171-194,6.55
Georgia,Rural (miles),Other principal arterials,171-194,9.306
Florida,Rural (miles),Other principal arterials,171-194,12.386
District of Columbia,Rural (miles),Other principal arterials,171-194,0
Delaware,Rural (miles),Other principal arterials,171-194,0.28
Connecticut,Rural (miles),Other principal arterials,171-194,5.16
Colorado,Rural (miles),Other principal arterials,171-194,53.226
California,Rural (miles),Other principal arterials,171-194,56.184
Arkansas,Rural (miles),Other principal arterials,171-194,45.583
Arizona,Rural (miles),Other principal arterials,171-194,29.56
Alaska,Rural (miles),Other principal arterials,171-194,34.692
Alabama,Rural (miles),Other principal arterials,171-194,13.078
United States,Rural (miles),Other principal arterials,171-194,1536.178
Wyoming,Rural (miles),Other principal arterials,145-170,44.447
Wisconsin,Rural (miles),Other principal arterials,145-170,160.56
West Virginia,Rural (miles),Other principal arterials,145-170,62.506
Washington,Rural (miles),Other principal arterials,145-170,58.338
Virginia,Rural (miles),Other principal arterials,145-170,50.022
Vermont,Rural (miles),Other principal arterials,145-170,8.242
Utah,Rural (miles),Other principal arterials,145-170,52.802
Texas,Rural (miles),Other principal arterials,145-170,237.622
Tennessee,Rural (miles),Other principal arterials,145-170,40.322
South Dakota,Rural (miles),Other principal arterials,145-170,133.936
South Carolina,Rural (miles),Other principal arterials,145-170,67.261
Rhode Island,Rural (miles),Other principal arterials,145-170,16.105
Pennsylvania,Rural (miles),Other principal arterials,145-170,57.019
Oregon,Rural (miles),Other principal arterials,145-170,71.09
Oklahoma,Rural (miles),Other principal arterials,145-170,124.741
Ohio,Rural (miles),Other principal arterials,145-170,39.521
North Dakota,Rural (miles),Other principal arterials,145-170,55.082
North Carolina,Rural (miles),Other principal arterials,145-170,37.644
New York,Rural (miles),Other principal arterials,145-170,91.92
New Mexico,Rural (miles),Other principal arterials,145-170,79.327
New Jersey,Rural (miles),Other principal arterials,145-170,14.09
New Hampshire,Rural (miles),Other principal arterials,145-170,7.928
Nevada,Rural (miles),Other principal arterials,145-170,10.881
Nebraska,Rural (miles),Other principal arterials,145-170,75.95
Montana,Rural (miles),Other principal arterials,145-170,90.604
Missouri,Rural (miles),Other principal arterials,145-170,39.177
Mississippi,Rural (miles),Other principal arterials,145-170,73.046
Minnesota,Rural (miles),Other principal arterials,145-170,156.377
Michigan,Rural (miles),Other principal arterials,145-170,60.841
Massachusetts,Rural (miles),Other principal arterials,145-170,5.496
Maryland,Rural (miles),Other principal arterials,145-170,6.37
Maine,Rural (miles),Other principal arterials,145-170,33.76
Louisiana,Rural (miles),Other principal arterials,145-170,69.765
Kentucky,Rural (miles),Other principal arterials,145-170,33.096
Kansas,Rural (miles),Other principal arterials,145-170,40.779
Iowa,Rural (miles),Other principal arterials,145-170,180.804
Indiana,Rural (miles),Other principal arterials,145-170,70.463
Illinois,Rural (miles),Other principal arterials,145-170,163.19
Idaho,Rural (miles),Other principal arterials,145-170,37.085
Hawaii,Rural (miles),Other principal arterials,145-170,9.757
Georgia,Rural (miles),Other principal arterials,145-170,33.816
Florida,Rural (miles),Other principal arterials,145-170,32.918
District of Columbia,Rural (miles),Other principal arterials,145-170,0
Delaware,Rural (miles),Other principal arterials,145-170,0.94
Connecticut,Rural (miles),Other principal arterials,145-170,8.45
Colorado,Rural (miles),Other principal arterials,145-170,111.341
California,Rural (miles),Other principal arterials,145-170,122.271
Arkansas,Rural (miles),Other principal arterials,145-170,100.807
Arizona,Rural (miles),Other principal arterials,145-170,64.348
Alaska,Rural (miles),Other principal arterials,145-170,45.249
Alabama,Rural (miles),Other principal arterials,145-170,27.064
United States,Rural (miles),Other principal arterials,145-170,3221.215
Wyoming,Rural (miles),Other principal arterials,120-144,119.592
Wisconsin,Rural (miles),Other principal arterials,120-144,302.64
West Virginia,Rural (miles),Other principal arterials,120-144,115.314
Washington,Rural (miles),Other principal arterials,120-144,132.971
Virginia,Rural (miles),Other principal arterials,120-144,134.79
Vermont,Rural (miles),Other principal arterials,120-144,19.581
Utah,Rural (miles),Other principal arterials,120-144,127.841
Texas,Rural (miles),Other principal arterials,120-144,562.786
Tennessee,Rural (miles),Other principal arterials,120-144,82.473
South Dakota,Rural (miles),Other principal arterials,120-144,272.149
South Carolina,Rural (miles),Other principal arterials,120-144,142.97
Rhode Island,Rural (miles),Other principal arterials,120-144,18.571
Pennsylvania,Rural (miles),Other principal arterials,120-144,116.654
Oregon,Rural (miles),Other principal arterials,120-144,157.24
Oklahoma,Rural (miles),Other principal arterials,120-144,217.183
Ohio,Rural (miles),Other principal arterials,120-144,83.55
North Dakota,Rural (miles),Other principal arterials,120-144,112.447
North Carolina,Rural (miles),Other principal arterials,120-144,97.656
New York,Rural (miles),Other principal arterials,120-144,173.24
New Mexico,Rural (miles),Other principal arterials,120-144,144.559
New Jersey,Rural (miles),Other principal arterials,120-144,15.73
New Hampshire,Rural (miles),Other principal arterials,120-144,17.581
Nevada,Rural (miles),Other principal arterials,120-144,31.552
Nebraska,Rural (miles),Other principal arterials,120-144,123.22
Montana,Rural (miles),Other principal arterials,120-144,190.05
Missouri,Rural (miles),Other principal arterials,120-144,85.841
Mississippi,Rural (miles),Other principal arterials,120-144,134.52
Minnesota,Rural (miles),Other principal arterials,120-144,276.092
Michigan,Rural (miles),Other principal arterials,120-144,119.906
Massachusetts,Rural (miles),Other principal arterials,120-144,11.096
Maryland,Rural (miles),Other principal arterials,120-144,10.102
Maine,Rural (miles),Other principal arterials,120-144,53.49
Louisiana,Rural (miles),Other principal arterials,120-144,110.317
Kentucky,Rural (miles),Other principal arterials,120-144,86.115
Kansas,Rural (miles),Other principal arterials,120-144,70.711
Iowa,Rural (miles),Other principal arterials,120-144,324.419
Indiana,Rural (miles),Other principal arterials,120-144,166.089
Illinois,Rural (miles),Other principal arterials,120-144,269.98
Idaho,Rural (miles),Other principal arterials,120-144,76.126
Hawaii,Rural (miles),Other principal arterials,120-144,13.518
Georgia,Rural (miles),Other principal arterials,120-144,99.108
Florida,Rural (miles),Other principal arterials,120-144,81.974
District of Columbia,Rural (miles),Other principal arterials,120-144,0
Delaware,Rural (miles),Other principal arterials,120-144,4.03
Connecticut,Rural (miles),Other principal arterials,120-144,17.16
Colorado,Rural (miles),Other principal arterials,120-144,207.941
California,Rural (miles),Other principal arterials,120-144,232.141
Arkansas,Rural (miles),Other principal arterials,120-144,185.185
Arizona,Rural (miles),Other principal arterials,120-144,112.427
Alaska,Rural (miles),Other principal arterials,120-144,59.353
Alabama,Rural (miles),Other principal arterials,120-144,50.624
United States,Rural (miles),Other principal arterials,120-144,6375.674
Wyoming,Rural (miles),Other principal arterials,95-119,268.217
Wisconsin,Rural (miles),Other principal arterials,95-119,561.1
West Virginia,Rural (miles),Other principal arterials,95-119,212.064
Washington,Rural (miles),Other principal arterials,95-119,290.964
Virginia,Rural (miles),Other principal arterials,95-119,318.44
Vermont,Rural (miles),Other principal arterials,95-119,34.272
Utah,Rural (miles),Other principal arterials,95-119,251.192
Texas,Rural (miles),Other principal arterials,95-119,1330.619
Tennessee,Rural (miles),Other principal arterials,95-119,169.088
South Dakota,Rural (miles),Other principal arterials,95-119,520.182
South Carolina,Rural (miles),Other principal arterials,95-119,280.395
Rhode Island,Rural (miles),Other principal arterials,95-119,13.303
Pennsylvania,Rural (miles),Other principal arterials,95-119,251.171
Oregon,Rural (miles),Other principal arterials,95-119,375.91
Oklahoma,Rural (miles),Other principal arterials,95-119,403.191
Ohio,Rural (miles),Other principal arterials,95-119,186.172
North Dakota,Rural (miles),Other principal arterials,95-119,263.273
North Carolina,Rural (miles),Other principal arterials,95-119,259.12
New York,Rural (miles),Other principal arterials,95-119,355.24
New Mexico,Rural (miles),Other principal arterials,95-119,249.777
New Jersey,Rural (miles),Other principal arterials,95-119,16.69
New Hampshire,Rural (miles),Other principal arterials,95-119,30.191
Nevada,Rural (miles),Other principal arterials,95-119,91.445
Nebraska,Rural (miles),Other principal arterials,95-119,240.91
Montana,Rural (miles),Other principal arterials,95-119,423.167
Missouri,Rural (miles),Other principal arterials,95-119,231.387
Mississippi,Rural (miles),Other principal arterials,95-119,228.312
Minnesota,Rural (miles),Other principal arterials,95-119,443.616
Michigan,Rural (miles),Other principal arterials,95-119,252.563
Massachusetts,Rural (miles),Other principal arterials,95-119,20.807
Maryland,Rural (miles),Other principal arterials,95-119,22.507
Maine,Rural (miles),Other principal arterials,95-119,90.55
Louisiana,Rural (miles),Other principal arterials,95-119,194.409
Kentucky,Rural (miles),Other principal arterials,95-119,174.452
Kansas,Rural (miles),Other principal arterials,95-119,158.891
Iowa,Rural (miles),Other principal arterials,95-119,555.848
Indiana,Rural (miles),Other principal arterials,95-119,318.824
Illinois,Rural (miles),Other principal arterials,95-119,439.65
Idaho,Rural (miles),Other principal arterials,95-119,183.839
Hawaii,Rural (miles),Other principal arterials,95-119,16.747
Georgia,Rural (miles),Other principal arterials,95-119,271.988
Florida,Rural (miles),Other principal arterials,95-119,240.779
District of Columbia,Rural (miles),Other principal arterials,95-119,0
Delaware,Rural (miles),Other principal arterials,95-119,15.29
Connecticut,Rural (miles),Other principal arterials,95-119,30.36
Colorado,Rural (miles),Other principal arterials,95-119,442.416
California,Rural (miles),Other principal arterials,95-119,480.65
Arkansas,Rural (miles),Other principal arterials,95-119,321.371
Arizona,Rural (miles),Other principal arterials,95-119,179.788
Alaska,Rural (miles),Other principal arterials,95-119,52.82
Alabama,Rural (miles),Other principal arterials,95-119,124.494
United States,Rural (miles),Other principal arterials,95-119,12893.539
Wyoming,Rural (miles),Other principal arterials,60-94,877.357
Wisconsin,Rural (miles),Other principal arterials,60-94,905.37
West Virginia,Rural (miles),Other principal arterials,60-94,375.899
Washington,Rural (miles),Other principal arterials,60-94,597.297
Virginia,Rural (miles),Other principal arterials,60-94,828.973
Vermont,Rural (miles),Other principal arterials,60-94,136.074
Utah,Rural (miles),Other principal arterials,60-94,515.553
Texas,Rural (miles),Other principal arterials,60-94,3455.313
Tennessee,Rural (miles),Other principal arterials,60-94,703.871
South Dakota,Rural (miles),Other principal arterials,60-94,1125.784
South Carolina,Rural (miles),Other principal arterials,60-94,715.841
Rhode Island,Rural (miles),Other principal arterials,60-94,11.333
Pennsylvania,Rural (miles),Other principal arterials,60-94,742.714
Oregon,Rural (miles),Other principal arterials,60-94,1318.18
Oklahoma,Rural (miles),Other principal arterials,60-94,933.024
Ohio,Rural (miles),Other principal arterials,60-94,647.855
North Dakota,Rural (miles),Other principal arterials,60-94,1049.385
North Carolina,Rural (miles),Other principal arterials,60-94,768.841
New York,Rural (miles),Other principal arterials,60-94,1032.35
New Mexico,Rural (miles),Other principal arterials,60-94,716.645
New Jersey,Rural (miles),Other principal arterials,60-94,47.28
New Hampshire,Rural (miles),Other principal arterials,60-94,115.666
Nevada,Rural (miles),Other principal arterials,60-94,462.082
Nebraska,Rural (miles),Other principal arterials,60-94,828.35
Montana,Rural (miles),Other principal arterials,60-94,1306.781
Missouri,Rural (miles),Other principal arterials,60-94,851.144
Mississippi,Rural (miles),Other principal arterials,60-94,685.031
Minnesota,Rural (miles),Other principal arterials,60-94,1168.045
Michigan,Rural (miles),Other principal arterials,60-94,851.189
Massachusetts,Rural (miles),Other principal arterials,60-94,45.866
Maryland,Rural (miles),Other principal arterials,60-94,121.293
Maine,Rural (miles),Other principal arterials,60-94,259.24
Louisiana,Rural (miles),Other principal arterials,60-94,398.143
Kentucky,Rural (miles),Other principal arterials,60-94,483.943
Kansas,Rural (miles),Other principal arterials,60-94,843.531
Iowa,Rural (miles),Other principal arterials,60-94,1187.362
Indiana,Rural (miles),Other principal arterials,60-94,807.794
Illinois,Rural (miles),Other principal arterials,60-94,925.04
Idaho,Rural (miles),Other principal arterials,60-94,611.704
Hawaii,Rural (miles),Other principal arterials,60-94,18.862
Georgia,Rural (miles),Other principal arterials,60-94,1143.494
Florida,Rural (miles),Other principal arterials,60-94,1113.762
District of Columbia,Rural (miles),Other principal arterials,60-94,0
Delaware,Rural (miles),Other principal arterials,60-94,53.19
Connecticut,Rural (miles),Other principal arterials,60-94,46.42
Colorado,Rural (miles),Other principal arterials,60-94,1115.832
California,Rural (miles),Other principal arterials,60-94,1402.574
Arkansas,Rural (miles),Other principal arterials,60-94,824.275
Arizona,Rural (miles),Other principal arterials,60-94,424.621
Alaska,Rural (miles),Other principal arterials,60-94,119.564
Alabama,Rural (miles),Other principal arterials,60-94,723.014
United States,Rural (miles),Other principal arterials,60-94,36447
Wyoming,Rural (miles),Other principal arterials,Less than 60,614.664
Wisconsin,Rural (miles),Other principal arterials,Less than 60,743.74
West Virginia,Rural (miles),Other principal arterials,Less than 60,147.7
Washington,Rural (miles),Other principal arterials,Less than 60,176.96
Virginia,Rural (miles),Other principal arterials,Less than 60,269.697
Vermont,Rural (miles),Other principal arterials,Less than 60,116.761
Utah,Rural (miles),Other principal arterials,Less than 60,179.021
Texas,Rural (miles),Other principal arterials,Less than 60,2565.812
Tennessee,Rural (miles),Other principal arterials,Less than 60,689.249
South Dakota,Rural (miles),Other principal arterials,Less than 60,398.804
South Carolina,Rural (miles),Other principal arterials,Less than 60,271.323
Rhode Island,Rural (miles),Other principal arterials,Less than 60,5.64
Pennsylvania,Rural (miles),Other principal arterials,Less than 60,341.35
Oregon,Rural (miles),Other principal arterials,Less than 60,664.74
Oklahoma,Rural (miles),Other principal arterials,Less than 60,386.173
Ohio,Rural (miles),Other principal arterials,Less than 60,530.368
North Dakota,Rural (miles),Other principal arterials,Less than 60,1395.334
North Carolina,Rural (miles),Other principal arterials,Less than 60,363.631
New York,Rural (miles),Other principal arterials,Less than 60,303.89
New Mexico,Rural (miles),Other principal arterials,Less than 60,651.004
New Jersey,Rural (miles),Other principal arterials,Less than 60,43.39
New Hampshire,Rural (miles),Other principal arterials,Less than 60,135.565
Nevada,Rural (miles),Other principal arterials,Less than 60,915.97
Nebraska,Rural (miles),Other principal arterials,Less than 60,921.54
Montana,Rural (miles),Other principal arterials,Less than 60,653.037
Missouri,Rural (miles),Other principal arterials,Less than 60,636.212
Mississippi,Rural (miles),Other principal arterials,Less than 60,596.661
Minnesota,Rural (miles),Other principal arterials,Less than 60,1245.302
Michigan,Rural (miles),Other principal arterials,Less than 60,788.508
Massachusetts,Rural (miles),Other principal arterials,Less than 60,17.085
Maryland,Rural (miles),Other principal arterials,Less than 60,150.693
Maine,Rural (miles),Other principal arterials,Less than 60,267.206
Louisiana,Rural (miles),Other principal arterials,Less than 60,107.441
Kentucky,Rural (miles),Other principal arterials,Less than 60,430.933
Kansas,Rural (miles),Other principal arterials,Less than 60,1476.296
Iowa,Rural (miles),Other principal arterials,Less than 60,940.564
Indiana,Rural (miles),Other principal arterials,Less than 60,544.623
Illinois,Rural (miles),Other principal arterials,Less than 60,373.09
Idaho,Rural (miles),Other principal arterials,Less than 60,479.54
Hawaii,Rural (miles),Other principal arterials,Less than 60,1.5
Georgia,Rural (miles),Other principal arterials,Less than 60,858.443
Florida,Rural (miles),Other principal arterials,Less than 60,1114.853
District of Columbia,Rural (miles),Other principal arterials,Less than 60,0
Delaware,Rural (miles),Other principal arterials,Less than 60,25.23
Connecticut,Rural (miles),Other principal arterials,Less than 60,9.99
Colorado,Rural (miles),Other principal arterials,Less than 60,582.72
California,Rural (miles),Other principal arterials,Less than 60,909.031
Arkansas,Rural (miles),Other principal arterials,Less than 60,353.253
Arizona,Rural (miles),Other principal arterials,Less than 60,378.99
Alaska,Rural (miles),Other principal arterials,Less than 60,81.667
Alabama,Rural (miles),Other principal arterials,Less than 60,1062.366
United States,Rural (miles),Other principal arterials,Less than 60,26917.659
Wyoming,Rural (miles),Other freeways and expressways,More than 220,0
Wisconsin,Rural (miles),Other freeways and expressways,More than 220,0.95
West Virginia,Rural (miles),Other freeways and expressways,More than 220,0
Washington,Rural (miles),Other freeways and expressways,More than 220,11.05
Virginia,Rural (miles),Other freeways and expressways,More than 220,0.116
Vermont,Rural (miles),Other freeways and expressways,More than 220,0
Utah,Rural (miles),Other freeways and expressways,More than 220,0
Texas,Rural (miles),Other freeways and expressways,More than 220,0.3
Tennessee,Rural (miles),Other freeways and expressways,More than 220,0
South Dakota,Rural (miles),Other freeways and expressways,More than 220,0.328
South Carolina,Rural (miles),Other freeways and expressways,More than 220,0.11
Rhode Island,Rural (miles),Other freeways and expressways,More than 220,0
Pennsylvania,Rural (miles),Other freeways and expressways,More than 220,6.077
Oregon,Rural (miles),Other freeways and expressways,More than 220,0
Oklahoma,Rural (miles),Other freeways and expressways,More than 220,0
Ohio,Rural (miles),Other freeways and expressways,More than 220,0.786
North Dakota,Rural (miles),Other freeways and expressways,More than 220,0
North Carolina,Rural (miles),Other freeways and expressways,More than 220,0.5
New York,Rural (miles),Other freeways and expressways,More than 220,2
New Mexico,Rural (miles),Other freeways and expressways,More than 220,0
New Jersey,Rural (miles),Other freeways and expressways,More than 220,0.1
New Hampshire,Rural (miles),Other freeways and expressways,More than 220,0
Nevada,Rural (miles),Other freeways and expressways,More than 220,0
Nebraska,Rural (miles),Other freeways and expressways,More than 220,2.79
Montana,Rural (miles),Other freeways and expressways,More than 220,0
Missouri,Rural (miles),Other freeways and expressways,More than 220,1.141
Mississippi,Rural (miles),Other freeways and expressways,More than 220,0
Minnesota,Rural (miles),Other freeways and expressways,More than 220,0.113
Michigan,Rural (miles),Other freeways and expressways,More than 220,1.23
Massachusetts,Rural (miles),Other freeways and expressways,More than 220,0.2
Maryland,Rural (miles),Other freeways and expressways,More than 220,0.641
Maine,Rural (miles),Other freeways and expressways,More than 220,0.58
Louisiana,Rural (miles),Other freeways and expressways,More than 220,0.6
Kentucky,Rural (miles),Other freeways and expressways,More than 220,0.412
Kansas,Rural (miles),Other freeways and expressways,More than 220,0.212
Iowa,Rural (miles),Other freeways and expressways,More than 220,0
Indiana,Rural (miles),Other freeways and expressways,More than 220,1.012
Illinois,Rural (miles),Other freeways and expressways,More than 220,0.91
Idaho,Rural (miles),Other freeways and expressways,More than 220,0.183
Hawaii,Rural (miles),Other freeways and expressways,More than 220,0
Georgia,Rural (miles),Other freeways and expressways,More than 220,0
Florida,Rural (miles),Other freeways and expressways,More than 220,0.3
District of Columbia,Rural (miles),Other freeways and expressways,More than 220,0
Delaware,Rural (miles),Other freeways and expressways,More than 220,0.1
Connecticut,Rural (miles),Other freeways and expressways,More than 220,0
Colorado,Rural (miles),Other freeways and expressways,More than 220,0
California,Rural (miles),Other freeways and expressways,More than 220,4.4
Arkansas,Rural (miles),Other freeways and expressways,More than 220,0.397
Arizona,Rural (miles),Other freeways and expressways,More than 220,0
Alaska,Rural (miles),Other freeways and expressways,More than 220,0
Alabama,Rural (miles),Other freeways and expressways,More than 220,0
United States,Rural (miles),Other freeways and expressways,More than 220,37.538
Wyoming,Rural (miles),Other freeways and expressways,195-220,0
Wisconsin,Rural (miles),Other freeways and expressways,195-220,1.35
West Virginia,Rural (miles),Other freeways and expressways,195-220,0
Washington,Rural (miles),Other freeways and expressways,195-220,11.13
Virginia,Rural (miles),Other freeways and expressways,195-220,0.149
Vermont,Rural (miles),Other freeways and expressways,195-220,0
Utah,Rural (miles),Other freeways and expressways,195-220,0
Texas,Rural (miles),Other freeways and expressways,195-220,0.338
Tennessee,Rural (miles),Other freeways and expressways,195-220,0
South Dakota,Rural (miles),Other freeways and expressways,195-220,0.85
South Carolina,Rural (miles),Other freeways and expressways,195-220,0
Rhode Island,Rural (miles),Other freeways and expressways,195-220,0
Pennsylvania,Rural (miles),Other freeways and expressways,195-220,5.308
Oregon,Rural (miles),Other freeways and expressways,195-220,0
Oklahoma,Rural (miles),Other freeways and expressways,195-220,0
Ohio,Rural (miles),Other freeways and expressways,195-220,2.128
North Dakota,Rural (miles),Other freeways and expressways,195-220,0
North Carolina,Rural (miles),Other freeways and expressways,195-220,0.804
New York,Rural (miles),Other freeways and expressways,195-220,2.46
New Mexico,Rural (miles),Other freeways and expressways,195-220,0
New Jersey,Rural (miles),Other freeways and expressways,195-220,0.2
New Hampshire,Rural (miles),Other freeways and expressways,195-220,0
Nevada,Rural (miles),Other freeways and expressways,195-220,0
Nebraska,Rural (miles),Other freeways and expressways,195-220,3.97
Montana,Rural (miles),Other freeways and expressways,195-220,0
Missouri,Rural (miles),Other freeways and expressways,195-220,1.894
Mississippi,Rural (miles),Other freeways and expressways,195-220,0
Minnesota,Rural (miles),Other freeways and expressways,195-220,0
Michigan,Rural (miles),Other freeways and expressways,195-220,2.017
Massachusetts,Rural (miles),Other freeways and expressways,195-220,0
Maryland,Rural (miles),Other freeways and expressways,195-220,0.312
Maine,Rural (miles),Other freeways and expressways,195-220,0.4
Louisiana,Rural (miles),Other freeways and expressways,195-220,0.6
Kentucky,Rural (miles),Other freeways and expressways,195-220,0.628
